"MostUsed" "SentCount" "SentLen" "WordCount" "WordLen" "," "." ":" "CC" "CD" "DT" "EX" "IN" "JJ" "JJS" "MD" "NN" "NNP" "NNS" "POS" "PRP" "PRP$" "RB" "RP" "TO" "UH" "VB" "VBD" "VBG" "VBN" "VBP" "VBZ" "WDT" "WP" "WRB" "Adjectives" "''" "JJR" "PDT" "RBR" "RBS" "-LRB-" "-RRB-" "``" "FW" "NNPS" "WP$" "#"
"607" "laugh" 45 90.5777777777778 885 3.85084745762712 51 54 1 38 20 70 5 106 36 4 4 102 10 45 3 87 10 46 7 0 0 23 52 37 4 29 8 2 6 7 41 9 1 1 0 2 0 0 3 0 2 0 0
"608" "laugh" 37 74.972972972973 638 3.56896551724138 24 37 0 32 13 42 1 66 19 3 9 60 3 27 0 85 13 61 1 5 1 36 60 10 6 8 3 1 3 6 24 0 2 0 0 1 0 0 0 0 0 0 0
"609" "dog" 53 79.0943396226415 953 3.61175236096537 26 56 0 48 7 57 0 88 56 2 10 86 17 41 2 116 25 84 3 26 5 52 83 9 3 20 13 1 8 6 59 0 1 0 2 0 0 0 0 0 0 0 0
"610" "car" 37 114.648648648649 924 3.76082251082251 30 42 0 43 9 77 0 112 20 6 8 99 20 20 2 95 14 59 6 35 1 51 97 13 11 19 11 1 1 8 29 4 3 0 1 0 0 0 4 2 0 0 0
"611" "laughter" 14 130.5 398 3.75628140703518 10 16 0 27 3 25 0 22 27 0 11 48 7 16 1 39 19 18 4 12 0 27 15 6 4 12 12 1 2 5 29 3 2 0 1 0 0 0 0 1 2 0 0
"612" "feel" 27 97.8888888888889 564 3.8758865248227 19 27 0 12 12 38 0 72 36 2 12 57 3 23 0 60 19 45 0 7 1 24 19 11 11 25 16 0 2 8 38 2 0 1 0 0 0 0 0 0 0 0 0
"613" "team" 55 79.0727272727273 878 4.19476082004556 34 56 1 19 14 93 0 100 42 0 7 148 4 37 3 54 37 40 3 24 0 26 69 14 22 13 2 1 1 4 44 5 2 1 1 0 0 0 1 0 0 0 0
"614" "match" 43 70.4883720930233 649 3.90138674884438 12 43 0 20 12 50 1 81 38 4 5 96 14 22 1 61 23 27 6 14 0 16 54 12 13 7 6 1 2 2 42 3 0 1 0 1 0 0 1 0 0 0 0
"615" "good" 35 107.771428571429 820 3.75243902439024 8 36 0 34 7 75 1 77 57 2 13 113 6 30 0 75 20 45 2 32 0 50 21 12 4 29 43 7 2 11 60 0 1 2 0 2 0 0 0 3 0 0 0
"616" "humor" 34 102.117647058824 767 3.70273794002608 27 34 0 25 1 46 1 68 39 2 9 83 1 30 0 85 31 60 2 37 0 41 79 12 11 4 3 4 7 6 49 0 8 1 9 1 0 0 0 0 0 0 0
"617" "grade" 13 70.3076923076923 210 3.55238095238095 0 15 0 6 2 20 0 25 9 0 3 38 1 7 0 20 8 7 0 7 0 13 11 2 0 11 0 0 1 3 9 0 0 1 0 0 0 0 0 0 0 0 0
"618" "time" 44 95.4545454545455 967 3.55532574974147 40 45 10 27 3 85 3 107 44 3 16 114 9 35 3 106 36 54 5 29 0 48 51 19 9 28 17 1 4 7 51 0 4 4 0 1 0 0 0 0 0 0 0
"619" "life" 37 80.9189189189189 654 3.79510703363914 21 36 4 21 4 52 0 64 39 6 11 103 2 19 0 48 22 32 5 29 0 47 24 7 7 14 19 2 3 4 48 1 3 0 0 4 0 0 1 0 0 0 0
"620" "laugh" 19 221.052631578947 908 3.73788546255507 28 22 0 44 7 52 0 105 42 5 20 91 4 27 0 100 30 56 6 42 0 71 27 24 22 30 26 2 6 10 51 2 4 0 0 0 0 0 2 0 1 0 0
"621" "didnt" 21 146.285714285714 700 3.53142857142857 18 25 1 32 5 46 1 67 42 5 9 81 0 21 0 81 19 47 7 23 0 41 55 15 11 17 8 0 11 3 48 0 1 3 0 0 0 1 0 4 0 0 0
"622" "laugh" 59 66.5254237288136 831 3.96991576413959 5 63 0 20 7 66 2 95 24 9 12 89 9 31 0 86 20 61 8 14 1 34 55 34 12 28 11 4 0 12 34 10 1 4 0 0 0 0 3 0 1 0 0
"623" "dad" 15 90.7333333333333 307 3.58957654723127 2 14 0 18 3 26 0 33 13 2 5 47 2 7 0 31 14 9 3 9 0 16 13 5 1 7 13 2 1 6 16 0 1 2 0 1 0 0 1 0 0 0 0
"624" "friend" 57 82.9298245614035 1008 3.96031746031746 41 60 28 12 10 69 0 91 46 4 17 111 19 29 1 115 32 44 8 32 4 50 84 20 13 18 14 0 2 10 51 14 1 0 0 0 1 1 6 0 1 0 0
"625" "funni" 31 115.516129032258 766 3.8355091383812 13 33 0 23 11 63 2 79 40 2 5 95 10 24 4 94 10 55 7 21 0 20 77 25 6 16 8 2 1 4 45 5 3 1 1 1 0 0 2 3 0 0 0
"626" "laugh" 36 64.3055555555556 509 3.80943025540275 14 36 0 22 2 36 2 45 33 2 7 43 4 12 2 46 9 66 1 10 0 23 42 10 5 6 14 0 4 8 37 0 2 1 1 0 0 0 0 1 0 0 0
"627" "laugh" 47 69.3404255319149 748 3.63101604278075 38 50 0 24 7 46 2 60 29 2 12 80 8 4 1 109 15 48 7 17 0 37 56 22 10 21 8 2 1 16 32 7 1 1 1 1 0 0 5 0 0 0 0
"628" "thing" 32 114.53125 760 3.975 14 32 0 35 1 64 2 74 40 1 10 91 4 17 1 81 10 58 12 22 1 29 82 23 17 6 7 0 5 12 44 2 3 1 1 0 0 0 1 1 0 0 0
"629" "laughter" 62 66.0967741935484 892 3.85313901345291 33 63 1 25 2 65 0 91 54 4 18 132 8 16 5 77 38 54 7 27 0 36 61 18 17 6 14 1 4 7 63 2 5 0 1 0 0 0 0 0 0 0 0
"630" "home" 40 46.2 449 3.42316258351893 11 40 0 11 2 24 0 25 16 5 3 44 5 8 0 60 18 43 3 19 2 21 42 14 7 10 7 1 1 4 22 0 1 0 1 0 0 0 1 0 0 0 0
"631" "day" 54 78.2222222222222 941 3.70031880977683 23 55 1 27 2 74 1 106 42 2 10 132 1 22 0 106 28 62 1 40 0 53 81 22 24 6 3 1 2 4 50 1 6 0 3 0 0 0 0 0 0 0 0
"632" "time" 25 117.64 632 3.78639240506329 2 25 0 28 5 66 0 83 27 0 7 75 1 25 2 70 12 37 8 21 0 25 66 21 8 4 1 2 4 3 28 0 1 1 0 1 0 0 0 1 0 0 0
"633" "fish" 7 268.714285714286 408 3.60294117647059 6 8 0 22 3 48 0 43 22 3 1 61 4 5 0 44 6 29 4 12 0 8 42 13 7 9 0 0 0 2 27 0 2 2 1 0 0 0 0 1 0 0 0
"634" "movi" 29 138.620689655172 841 3.94768133174792 40 31 1 35 5 69 1 81 53 4 10 106 19 22 1 88 23 47 7 21 1 32 59 27 8 17 13 2 0 6 59 3 2 3 4 0 0 0 0 0 0 0 0
"635" "laugh" 18 108.5 433 3.68360277136259 8 18 2 20 7 27 1 42 21 3 6 59 1 8 0 54 14 31 1 11 0 21 20 11 6 17 15 1 0 4 24 1 0 0 2 0 0 0 1 0 0 0 0
"636" "pool" 45 86.8222222222222 917 3.44383860414395 18 46 0 36 22 69 3 96 34 0 12 107 7 24 0 117 32 39 3 37 0 54 91 14 9 13 9 2 8 5 34 5 0 0 1 0 0 0 4 0 0 0 0
"637" "laughter" 22 144.772727272727 670 3.91641791044776 36 21 2 20 7 59 2 65 35 6 8 80 11 29 1 58 18 38 3 14 4 33 27 19 11 19 19 0 10 9 42 2 1 1 0 1 0 0 1 0 0 0 0
"638" "dad" 25 84.64 443 3.96839729119639 10 25 0 16 9 40 0 46 23 2 7 60 5 15 1 38 11 30 3 15 0 18 35 16 4 3 2 1 0 4 25 0 0 2 0 2 0 0 0 0 0 0 0
"639" "laugh" 16 150 488 4.04098360655738 9 16 0 20 3 33 0 45 32 1 12 67 2 17 1 35 9 52 1 21 0 36 7 6 6 22 19 0 3 6 35 0 2 1 4 0 0 0 0 0 0 0 0
"640" "librari" 33 119.060606060606 827 3.90326481257557 15 35 1 29 5 80 1 80 49 4 10 79 11 30 2 85 8 69 4 34 2 44 64 29 11 8 12 1 7 10 54 3 1 1 1 2 0 0 0 0 0 0 0
"641" "laugh" 78 59.4230769230769 1016 3.87795275590551 34 94 0 32 14 68 0 96 42 0 12 109 21 27 4 102 32 45 11 24 2 39 96 33 12 8 17 1 2 5 43 23 1 0 0 0 0 0 10 0 0 0 0
"642" "back" 32 91.21875 626 3.87539936102236 30 32 0 24 6 46 0 63 35 3 8 60 6 21 1 58 17 58 3 15 0 21 64 21 14 1 3 5 0 6 39 0 1 2 0 1 0 0 0 1 0 0 0
"643" "laugh" 23 180.739130434783 892 3.76008968609865 2 24 0 54 6 70 5 98 32 2 9 119 16 22 1 108 14 54 2 29 1 32 79 23 7 31 19 2 6 16 36 2 2 0 3 0 0 0 1 1 0 0 0
"644" "pool" 32 101.03125 688 3.875 19 36 0 31 17 71 1 86 28 0 6 85 8 29 1 56 18 35 6 21 0 25 59 11 18 6 3 6 1 0 28 2 0 2 0 0 0 0 1 0 0 0 0
"645" "brother" 28 93.3571428571429 560 3.825 2 28 0 15 4 52 1 64 35 0 4 89 4 21 0 60 22 30 3 22 0 21 56 11 5 1 3 1 2 0 37 0 2 0 1 0 0 0 1 0 0 0 0
"646" "peopl" 28 100 599 3.89649415692821 36 28 1 25 4 44 2 53 40 3 15 61 7 26 1 51 4 32 3 20 0 41 7 16 10 25 22 0 5 9 44 0 1 3 3 1 0 0 0 0 0 0 0
"647" "laughter" 33 133.727272727273 896 4.09933035714286 44 34 4 36 5 88 0 102 58 1 7 119 15 46 4 59 32 57 8 27 0 33 44 18 13 16 13 1 0 6 61 2 2 0 0 1 0 0 1 0 0 0 0
"648" "day" 33 85.9090909090909 619 3.81421647819063 41 34 0 21 3 48 1 64 34 0 5 97 4 16 0 51 29 34 6 12 0 13 60 18 15 5 0 2 0 2 34 3 0 0 0 0 0 0 1 0 0 0 0
"649" "car" 15 93.2666666666667 301 3.81395348837209 5 15 0 9 0 32 0 36 16 0 5 55 0 7 0 18 9 16 6 11 0 16 28 8 3 1 0 1 0 2 16 0 0 1 0 0 0 0 0 1 0 0 0
"650" "laugh" 35 123.171428571429 914 3.87855579868709 12 35 0 47 3 55 3 74 48 5 10 76 4 22 0 125 10 75 5 48 0 76 6 22 6 65 25 1 3 27 62 2 9 0 12 1 0 0 2 0 0 0 0
"651" "laugh" 29 88.4827586206897 563 3.75133214920071 15 29 0 22 4 48 1 54 36 0 6 65 1 25 0 60 21 49 3 12 0 24 21 8 5 28 14 1 1 5 38 0 2 1 1 1 0 0 0 0 0 0 0
"652" "laugh" 24 77.7083333333333 409 3.77017114914425 9 24 0 22 4 30 0 33 15 1 6 39 7 21 3 40 14 29 2 13 0 27 34 8 9 5 4 1 2 2 16 0 0 1 4 0 0 0 0 0 0 0 0
"653" "knew" 55 81.3272727272727 957 3.90909090909091 47 58 0 11 2 62 4 112 32 1 11 104 6 32 0 107 40 65 7 31 0 41 105 26 18 4 1 1 4 6 41 6 8 0 2 0 0 0 3 0 0 0 0
"654" "gym" 41 105.560975609756 966 3.68633540372671 64 41 1 34 4 72 0 112 53 5 10 104 3 15 0 100 26 77 8 31 0 42 63 33 20 18 8 2 4 3 64 1 6 0 2 1 0 0 3 0 0 0 0
"655" "friend" 32 61.8125 438 3.75342465753425 5 32 0 13 6 30 1 40 25 3 3 47 9 14 0 54 17 24 3 11 1 13 43 12 9 4 6 1 0 5 32 1 4 0 0 1 0 0 0 1 0 0 0
"656" "laughter" 24 116.208333333333 567 4.12169312169312 28 24 6 24 3 43 1 62 33 2 5 60 8 26 0 30 10 41 6 28 0 36 3 18 3 13 32 2 4 3 38 2 3 2 4 0 1 1 0 0 0 0 0
"657" "time" 27 76.0740740740741 448 3.78794642857143 6 27 0 21 7 32 1 42 25 2 3 63 10 13 0 52 15 28 0 18 0 13 36 7 3 11 4 1 2 3 29 0 2 1 0 0 0 0 0 0 0 0 0
"658" "laugh" 27 122.703703703704 682 4.0058651026393 13 28 0 25 3 44 2 72 43 3 12 84 6 32 0 72 22 53 3 19 0 38 17 17 2 25 28 1 1 9 47 0 1 3 2 1 0 0 0 1 0 0 0
"659" "water" 49 77.7959183673469 894 3.44407158836689 3 49 0 50 7 91 2 99 40 1 12 129 1 18 0 103 21 52 8 23 0 41 95 13 7 6 3 2 2 11 44 0 3 0 0 1 0 0 1 0 0 0 0
"660" "laugh" 49 76.265306122449 839 3.67699642431466 27 50 1 28 4 74 2 93 50 2 13 105 0 31 1 86 13 44 5 28 0 42 75 26 7 6 7 3 3 6 55 1 3 2 1 0 0 0 0 0 0 0 0
"661" "friend" 41 79.7317073170732 729 3.70096021947874 31 42 0 30 2 48 0 67 46 0 13 70 8 41 0 76 9 49 3 25 0 46 36 13 10 14 25 3 6 7 49 0 3 1 3 1 0 0 1 0 0 0 0
"662" "time" 12 97.1666666666667 262 3.61450381679389 4 13 0 13 4 20 0 26 11 2 2 40 0 7 0 30 6 23 2 7 0 10 26 6 3 2 2 1 0 2 13 0 0 0 0 0 0 0 0 0 0 0 0
"663" "laugh" 37 116.837837837838 943 3.76139978791092 44 37 0 41 6 65 3 105 39 6 14 110 14 28 0 95 26 63 6 34 0 44 79 30 4 9 19 2 3 2 46 5 1 1 1 1 0 0 6 0 0 0 0
"664" "didnt" 35 63.6857142857143 551 3.29038112522686 24 34 0 16 1 42 0 41 18 4 2 65 8 8 0 77 14 43 2 16 0 26 79 3 7 2 2 1 2 9 24 0 2 0 2 0 0 0 0 1 0 0 0
"665" "aunt" 21 62.6666666666667 335 3.17014925373134 9 22 0 8 3 35 1 38 18 0 2 54 0 4 1 26 14 19 3 11 2 14 15 6 1 12 12 0 1 2 18 0 0 1 0 0 0 0 0 1 0 0 0
"666" "hit" 18 199.833333333333 798 3.58521303258145 4 21 0 32 12 60 2 77 38 1 1 96 1 19 1 126 29 50 3 19 0 30 83 39 10 17 8 1 6 8 40 0 1 0 2 0 0 0 0 1 0 0 0
"667" "great" 17 58.8235294117647 231 3.55844155844156 1 17 0 6 1 23 1 24 12 0 2 35 1 13 0 21 4 9 2 13 0 11 3 3 4 13 7 0 0 5 12 0 0 0 0 0 0 0 0 0 0 0 0
"668" "choir" 53 85.188679245283 956 3.94456066945607 52 53 0 35 3 106 0 104 46 0 6 144 3 46 1 63 19 52 14 23 0 26 97 32 15 0 0 0 5 3 49 0 3 2 3 0 0 0 0 0 0 0 0
"669" "field" 59 65.135593220339 838 3.83054892601432 24 59 1 34 5 87 0 89 51 1 13 107 6 27 0 67 21 52 6 21 0 30 70 23 14 6 10 0 0 8 56 1 4 0 0 1 0 0 0 0 0 0 0
"670" "didnt" 50 88.52 946 3.89112050739958 24 53 0 32 8 90 0 111 52 2 12 105 18 23 1 86 18 63 3 29 0 51 93 10 21 11 2 4 5 4 57 5 3 1 2 1 0 0 3 0 0 0 0
"671" "boat" 23 87.5217391304348 437 3.78260869565217 4 23 0 15 3 46 1 54 17 0 4 68 1 14 0 35 20 33 2 12 0 12 40 14 6 4 1 2 1 2 17 0 0 1 0 1 0 0 1 0 0 0 0
"672" "run" 37 121.432432432432 964 3.86410788381743 68 38 6 37 20 82 1 105 55 1 7 116 7 45 1 59 22 47 8 37 0 44 86 28 14 0 2 3 9 7 57 4 1 0 0 1 0 0 3 0 0 0 0
"673" "school" 16 137.25 468 3.86752136752137 23 16 1 13 2 31 2 69 27 3 2 56 6 8 3 44 14 29 1 11 0 18 42 10 8 7 6 1 5 7 30 2 0 0 0 0 0 0 1 0 0 0 0
"674" "laugh" 45 83.2666666666667 808 3.88490099009901 47 47 4 27 15 63 2 74 64 3 8 88 13 30 1 68 25 63 3 19 1 30 50 17 4 12 15 3 1 4 68 4 1 0 0 0 0 0 2 0 0 0 0
"675" "famili" 33 103.909090909091 648 4.50154320987654 29 37 2 22 6 61 0 80 42 0 2 110 17 43 5 28 27 29 4 10 0 12 7 21 15 14 20 2 1 0 43 0 1 0 1 0 0 0 0 0 0 0 0
"676" "didnt" 39 111.128205128205 943 3.7847295864263 44 41 1 29 2 71 6 86 49 1 6 97 4 25 1 108 35 81 4 34 0 44 109 17 11 5 8 5 0 9 51 4 1 1 1 1 0 0 0 2 0 0 0
"677" "laugh" 39 86.8205128205128 763 3.63695937090433 26 39 2 20 4 52 1 73 55 1 8 84 4 16 1 75 28 57 11 29 0 36 64 30 11 7 11 1 1 10 58 1 2 1 2 0 0 0 0 0 0 0 0
"678" "bus" 23 105.130434782609 517 3.86847195357834 30 23 0 23 7 51 0 52 21 2 2 74 3 17 0 40 19 29 5 13 0 10 49 16 13 6 3 2 4 3 23 0 0 0 0 0 0 0 0 0 0 0 0
"679" "movi" 21 108.095238095238 487 3.83778234086242 18 21 3 21 7 66 1 52 31 1 1 70 11 11 0 31 3 26 3 15 0 16 28 12 4 4 18 6 1 3 33 1 1 0 1 0 0 0 0 0 0 0 0
"680" "concert" 25 102.44 538 3.94237918215613 20 24 2 27 6 50 3 52 34 5 2 71 17 27 0 32 16 28 6 12 0 14 47 11 7 6 5 3 3 5 39 0 0 0 1 0 1 1 0 0 0 0 0
"681" "laugh" 28 81.3214285714286 478 3.97489539748954 13 27 1 22 3 37 0 40 33 1 10 68 3 17 2 33 11 26 3 17 0 35 4 9 3 18 20 2 3 9 38 0 4 2 0 1 0 1 0 0 0 0 0
"682" "park" 30 106.766666666667 695 3.81151079136691 29 37 0 4 10 64 0 90 30 3 8 83 17 20 3 76 14 26 6 17 2 24 63 17 12 11 7 0 4 1 33 10 0 1 0 1 0 0 4 1 0 0 0
"683" "laugh" 72 62.4166666666667 1011 3.75370919881306 54 75 0 35 6 81 3 90 54 2 22 94 16 31 1 112 7 78 5 14 2 44 42 28 9 33 34 4 7 15 57 9 1 1 0 0 0 0 2 0 0 0 0
"684" "happi" 13 124.692307692308 356 3.67696629213483 3 14 0 25 1 19 1 38 24 0 5 42 4 10 0 47 4 18 0 14 0 19 5 10 3 17 17 2 2 4 29 0 5 1 2 0 0 0 0 0 0 0 0
"685" "laughter" 19 118.894736842105 462 4.06926406926407 23 19 0 28 6 34 0 49 18 0 9 48 4 30 0 49 5 27 0 15 0 29 21 14 4 9 11 1 0 5 19 1 1 0 1 0 0 0 1 0 0 0 0
"686" "laugh" 33 85.5454545454545 605 3.8495867768595 2 33 0 24 4 46 1 60 37 1 11 53 4 25 0 74 6 63 2 15 0 34 44 7 3 24 8 7 5 8 40 0 2 1 1 0 0 0 0 0 0 0 0
"687" "school" 3 321.666666666667 228 3.28070175438596 0 4 0 14 1 7 0 28 11 1 0 38 0 8 0 22 14 16 0 9 0 10 29 4 0 4 0 1 0 5 12 0 0 0 0 0 0 0 0 2 0 0 0
"688" "laugh" 20 117.6 518 3.71235521235521 20 20 2 19 5 31 0 59 13 3 9 55 9 20 0 60 18 28 2 19 0 30 21 9 9 11 19 1 3 9 18 4 2 1 1 1 1 1 2 1 0 0 0
"689" "laugh" 34 87.2647058823529 646 3.78018575851393 13 39 2 33 9 50 0 70 28 1 2 90 2 22 0 73 24 35 5 9 0 14 74 14 10 5 4 0 2 11 29 2 0 0 1 0 0 0 2 0 0 0 0
"690" "laugh" 37 113.189189189189 918 3.72222222222222 18 38 1 24 10 69 3 107 42 2 16 122 6 24 0 105 31 70 7 29 5 40 39 26 10 24 22 4 8 6 45 1 1 2 1 1 1 2 1 0 0 0 0
"691" "time" 35 102.342857142857 779 3.73940949935815 2 34 0 30 5 74 1 82 23 4 4 107 6 29 0 90 21 40 16 35 0 37 80 24 8 10 2 0 1 11 27 0 0 2 1 0 0 0 0 0 0 0 0
"692" "laugh" 18 98.9444444444444 381 3.8503937007874 4 18 0 24 4 18 0 44 18 3 4 40 2 10 0 43 6 33 0 9 0 26 8 7 5 17 13 4 0 7 26 1 5 1 4 1 0 0 1 1 0 0 0
"693" "game" 16 280.875 888 4.13963963963964 3 25 0 19 17 78 2 135 44 4 9 97 9 33 0 83 29 54 13 14 0 38 35 27 11 42 29 3 4 11 50 6 2 2 0 0 1 1 2 6 0 0 0
"694" "friend" 33 74.3939393939394 534 3.83333333333333 22 33 0 13 3 37 3 57 24 8 8 67 6 15 1 53 17 47 5 9 0 21 29 17 6 16 6 3 2 2 34 0 2 0 0 2 0 0 0 0 0 0 0
"695" "laugh" 40 71.075 671 3.46944858420268 20 40 0 37 2 28 1 62 30 0 15 77 3 7 5 104 15 36 4 24 0 41 64 21 10 5 11 0 5 1 30 1 0 0 2 0 0 0 0 0 0 0 0
"696" "laugh" 22 87.8181818181818 428 3.71728971962617 14 23 0 20 1 37 1 35 18 0 6 53 3 15 0 41 13 36 5 12 0 20 39 13 6 5 3 1 3 5 18 0 0 0 0 0 0 0 0 0 0 0 0
"697" "danc" 14 125.714285714286 377 3.79045092838196 3 13 0 15 2 48 3 45 13 2 2 59 0 11 0 25 8 19 3 15 0 16 37 16 12 3 1 1 1 4 15 0 0 0 0 0 0 0 0 0 0 0 0
"698" "boat" 18 104.111111111111 392 3.93877551020408 6 18 0 8 10 44 0 42 25 5 1 58 3 12 1 25 13 14 9 13 0 15 31 13 3 8 4 4 1 3 30 0 0 0 0 2 0 0 0 1 0 0 0
"699" "told" 66 64.530303030303 955 3.70890052356021 28 66 0 29 6 86 0 92 50 6 14 125 13 33 4 104 23 42 7 31 0 47 97 14 19 0 1 0 4 13 57 0 1 0 0 0 0 0 0 0 0 0 0
"700" "day" 27 80.4444444444444 481 3.74012474012474 21 27 0 19 1 42 1 39 21 6 3 64 4 8 0 45 6 29 7 16 0 24 48 15 9 6 3 3 3 4 29 0 2 0 1 2 1 1 0 0 0 0 0
"701" "laugh" 27 86.037037037037 517 3.68085106382979 8 29 0 17 1 49 0 58 21 2 8 73 1 11 1 54 13 33 2 20 0 24 44 8 13 8 3 2 2 4 24 3 1 0 0 0 0 0 2 2 0 0 0
"702" "laugh" 34 78.1470588235294 562 3.96975088967972 30 35 0 15 1 50 4 49 34 0 12 70 1 19 0 56 12 36 2 14 0 30 40 4 2 23 6 1 6 8 34 0 0 1 1 0 0 0 0 0 0 0 0
"703" "make" 15 111.2 340 4.1 14 15 0 12 0 31 1 42 26 3 2 35 4 16 0 22 4 25 2 10 0 12 14 9 6 13 8 3 1 3 29 1 0 0 3 1 1 1 0 0 0 0 0
"704" "dog" 25 85.24 477 3.67085953878407 14 27 0 31 2 33 1 42 19 1 5 45 9 6 3 56 9 49 3 18 0 20 55 8 7 3 0 0 3 3 21 0 1 0 1 2 0 0 0 0 1 0 0
"705" "class" 58 75.1379310344828 924 3.95670995670996 34 59 0 28 4 84 0 113 43 2 8 127 17 35 5 81 34 44 6 26 0 33 93 20 16 1 3 0 1 5 46 0 1 1 0 0 0 0 0 0 0 0 0
"706" "laughter" 26 113.192307692308 601 4.06322795341098 14 26 0 26 2 49 0 72 38 3 14 70 2 40 1 50 14 37 3 21 0 40 3 13 1 26 24 3 1 4 42 0 1 2 0 1 0 0 0 0 0 0 0
"707" "laughter" 37 96.5675675675676 773 3.85899094437257 69 37 2 30 2 55 0 77 44 3 12 86 6 39 0 78 18 36 3 33 0 41 24 7 10 27 21 2 3 2 50 0 3 1 1 1 0 0 0 0 0 0 0
"708" "laugh" 40 107.45 935 3.77433155080214 39 41 0 35 7 92 1 100 45 4 9 132 2 60 0 61 40 43 5 25 0 38 60 14 26 17 11 6 6 7 51 0 2 0 0 3 0 0 3 1 0 0 0
"709" "water" 57 79.8421052631579 967 3.9482936918304 50 58 0 27 19 103 6 106 56 1 8 128 29 28 3 72 14 59 6 24 0 19 66 21 12 6 26 3 5 5 58 1 1 1 0 1 1 1 1 0 0 0 0
"710" "laugh" 38 103.105263157895 851 3.80728554641598 49 37 1 34 2 59 1 86 49 2 13 80 14 39 3 77 18 60 4 23 0 52 43 23 11 32 14 4 4 12 52 0 1 0 2 0 1 1 0 0 0 0 0
"711" "fun" 14 281.785714285714 811 3.91122071516646 12 19 0 54 11 61 2 86 44 1 4 95 8 10 1 91 12 74 9 24 1 32 96 18 14 10 3 0 2 6 47 4 2 0 0 0 0 0 3 2 0 0 0
"712" "game" 47 76.1914893617021 797 3.72020075282309 21 47 13 32 9 75 3 87 44 1 6 91 9 24 1 71 20 51 9 29 0 34 86 13 9 0 0 1 4 4 46 0 1 1 1 0 0 0 0 0 0 0 0
"713" "camp" 40 88.7 799 3.6433041301627 33 40 0 27 6 51 4 90 39 1 7 89 12 25 0 84 20 65 2 21 0 28 96 25 6 7 1 2 3 8 44 0 4 1 1 1 0 0 0 0 0 0 0
"714" "comput" 1 20 4 4.5 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"715" "laugh" 31 127.161290322581 863 3.72653534183082 37 31 0 55 6 56 0 77 66 0 16 76 8 35 0 99 14 63 3 26 0 42 65 27 15 24 8 1 1 8 66 1 0 1 1 0 0 0 1 0 0 0 0
"716" "toilet" 43 102.651162790698 940 3.9 30 47 0 35 5 55 0 91 32 2 19 118 17 18 5 95 36 70 13 24 0 58 77 26 13 9 16 2 6 11 34 5 0 1 1 1 0 0 2 0 0 0 0
"717" "famili" 31 120 815 3.70306748466258 15 32 0 43 3 70 2 83 34 1 7 113 2 20 0 79 36 53 6 26 0 33 91 27 10 4 8 2 3 6 38 1 3 1 1 0 0 0 0 0 0 0 0
"718" "idea" 7 582 848 3.8561320754717 9 8 0 34 17 72 4 84 40 2 10 121 16 35 4 76 19 56 4 57 1 54 85 9 9 6 6 1 6 3 42 0 0 0 0 0 0 0 0 0 0 0 0
"719" "mom" 26 169.423076923077 947 3.81414994720169 50 27 2 56 16 68 1 93 46 3 23 96 9 34 1 118 9 67 5 20 2 56 49 7 7 34 22 2 4 8 50 5 1 1 2 0 0 0 3 0 0 0 0
"720" "time" 28 98.5357142857143 630 3.6015873015873 22 36 0 26 8 50 0 62 28 5 12 73 8 26 2 63 11 54 4 15 0 28 45 9 3 8 6 0 0 3 35 11 2 4 0 0 1 1 2 2 0 0 0
"721" "laugh" 37 122.243243243243 933 4.05144694533762 47 41 6 38 10 97 0 105 44 2 8 113 21 34 3 65 16 53 9 24 1 31 67 23 27 7 11 5 6 5 47 6 1 1 0 0 1 1 4 0 0 0 0
"722" "fenc" 39 76.3076923076923 661 3.77004538577912 40 37 1 22 5 47 0 66 34 5 11 73 9 19 1 73 18 54 5 9 0 18 49 14 10 8 12 1 5 8 39 4 0 0 0 0 0 0 3 0 0 0 0
"723" "laugh" 29 85.1034482758621 529 3.89224952741021 26 29 0 11 1 39 1 58 39 2 9 56 10 29 4 43 13 29 3 11 0 22 16 8 9 27 19 4 2 5 42 0 1 1 1 1 0 0 0 0 0 0 0
